rating_date,local_currency,foreign_currency,產業類別,證券代號,公司名稱,快速連結,每股淨值,指標1,指標2_1_1,指標2_2_1,指標2_3_1,指標3_1,指標3_2,指標4_1_1,指標4_2_1,指標4_3_1,指標5,指標6,指標7,指標8,指標9,指標2_1_2,指標2_2_2,指標2_3_2,指標4_1_2,指標4_2_2,指標4_3_2,en_name
,,,紡織纖維,1444,力麗,"

財報電子書

重大訊息
","109Q2     10.32
",普通交易,106,107,108,35.25,1.03,107,108,109Q2,"      0.00
",14.33,0,無,無,"                -12,936
","                415,591
","                 52,588
","                152,144
","              1,102,189
","                361,163
","LEALEA ENTERPRISE CO.,LTD"
,,,紡織纖維,1445,大宇,"

財報電子書

重大訊息
","109Q2     12.32
",普通交易,106,107,108,19.45,4.11,107,108,109Q2,"      0.00
",0,0,無,無,"                 12,441
","                -24,156
","                -40,278
","                 51,694
","                110,845
","                 52,565
","UNIVERSAL TEXTILE CO., LTD."
,,,紡織纖維,1446,宏和,"

財報電子書

重大訊息
","109Q2     10.82
",普通交易,106,107,108,64.38,6.59,107,108,109Q2,"      0.00
",8.08,9.07,無,無,"                -40,499
","                -28,596
","                    290
","               -127,005
","               -502,549
","                -27,018
","HONG HO PRECISION TEXTILE CO.,LTD."
,,,紡織纖維,1447,力鵬,"

財報電子書

重大訊息
","109Q2     10.45
",普通交易,106,107,108,46.33,0.94,107,108,109Q2,"      0.00
",22.07,0,無,無,"               -186,101
","                161,957
","               -249,366
","              2,544,483
","                469,442
","                265,754
","LI PENG ENTERPRISE CO., LTD."
,,,紡織纖維,1449,佳和,"

財報電子書

重大訊息
","109Q2      5.88
",普通交易,106,107,108,82.92,1.14,107,108,109Q2,"      0.47
",0,0,無,無,"                 56,281
","               -102,272
","                -83,440
","                -86,844
","                 -7,714
","               -248,087
","CHIA HER INDUSTRIAL CO., LTD."
,,,紡織纖維,1451,年興,"

財報電子書

重大訊息
","109Q2     36.08
",普通交易,106,107,108,21.93,3.54,107,108,109Q2,"     15.07
",0,9.03,無,無,"                281,478
","                401,418
","                -69,702
","                 72,276
","                -11,725
","               -315,984
","NIEN HSING TEXTILE CO., LTD."
,,,紡織纖維,1452,宏益,"

財報電子書

重大訊息
","109Q2     17.57
",普通交易,106,107,108,11.75,6.92,107,108,109Q2,"      0.00
",0,0,無,無,"                215,627
","                194,916
","                176,038
","                403,277
","                130,582
","                 42,857
","HONG YI FIBER INDUSTRY CO.,LTD"
,,,紡織纖維,1453,大將,"

財報電子書

重大訊息
","109Q2     12.71
",普通交易,106,107,108,0.95,88.29,107,108,109Q2,"      0.00
",0,0,無,無,"                -27,171
","                335,735
","                -45,760
","               -187,262
","                 15,649
","                -39,340
","TA JIANG  CO., LTD."
,,,紡織纖維,1454,台富,"

財報電子書

重大訊息
","109Q2     12.11
",普通交易,106,107,108,22.33,2.8,107,108,109Q2,"      0.00
",0,0,無,無,"                 18,888
","                 20,161
","                 34,898
","                138,083
","                130,177
","                 94,515
","TAIWAN TAFFETA FABRIC CO., LTD"
,,,紡織纖維,1455,集盛,"

財報電子書

重大訊息
","109Q2     11.40
",普通交易,106,107,108,24.5,1.52,107,108,109Q2,"      2.12
",0,0,無,無,"                361,315
","                 89,979
","               -302,638
","                407,424
","              1,749,437
","                612,574
","ZIG SHENG IND. CO., LTD"
,,,紡織纖維,1456,怡華,"

財報電子書

重大訊息
","109Q2     12.77
",普通交易,106,107,108,78.35,1.8,107,108,109Q2,"      0.00
",0,0,無,無,"                 38,456
","                 12,352
","                 25,663
","               -285,723
","                 61,597
","               -472,165
","I-HWA INDUSTRIAL CO.,LTD"
,,,紡織纖維,1457,宜進,"

財報電子書

重大訊息
","109Q2     20.09
",普通交易,106,107,108,53.59,1.18,107,108,109Q2,"      0.00
",0,0,無,無,"                605,154
","                495,387
","                230,303
","                309,439
","                 58,932
","                -28,630
","YI JINN INDUSTRIAL CO.,LTD"
,,,紡織纖維,1459,聯發,"

財報電子書

重大訊息
","109Q2      8.42
",普通交易,106,107,108,56.6,0.98,107,108,109Q2,"     45.33
",9.1,56.31,無,無,"                 95,328
","               -374,560
","                -85,010
","                 91,779
","                532,792
","                -40,872
","LAN FA TEXTILE CO.,LTD."
,,,紡織纖維,1460,宏遠,"

財報電子書

重大訊息
","109Q2      9.02
",普通交易,106,107,108,66.68,1.3,107,108,109Q2,"      0.76
",35.79,80.24,無,無,"                215,144
","                157,365
","               -271,959
","                329,134
","                 31,576
","               -189,250
","EVEREST TEXTILE CO.,LTD"
,,,紡織纖維,1463,強盛,"

財報電子書

重大訊息
","109Q2     12.98
",普通交易,106,107,108,12.62,6.34,107,108,109Q2,"      0.00
",9.38,16.41,無,無,"                571,379
","                265,943
","                114,625
","                604,419
","                270,946
","                 99,736
","CHYANG SHENG DYEING & FINISHING CO., LTD."
,,,紡織纖維,1464,得力,"

財報電子書

重大訊息
","109Q2     12.34
",普通交易,106,107,108,69.58,1.05,107,108,109Q2,"     64.59
",13.29,93.38,無,無,"                370,329
","                202,152
","                558,021
","               -293,169
","                603,988
","                807,168
","DE LICACY INDUSTRIAL CO., LTD."
,,,紡織纖維,1465,偉全,"

財報電子書

重大訊息
","109Q2     16.79
",普通交易,106,107,108,21.99,5.37,107,108,109Q2,"      0.00
",0,0,無,無,"                 26,142
","                -12,853
","                331,277
","                147,588
","                  5,130
","                 25,768
","WISHER INDUSTRIAL CO., LTD."
,,,紡織纖維,1466,聚隆,"

財報電子書

重大訊息
","109Q2     13.42
",普通交易,106,107,108,53.3,1.87,107,108,109Q2,"      7.91
",10.06,79.02,無,"有詳細資料
","                 -2,961
","               -104,434
","                -99,040
","                 76,884
","                 63,346
","                291,828
",Acelon chemicals & Fiber Corporation
,,,紡織纖維,1467,南緯,"

財報電子書

重大訊息
","109Q2     11.00
",普通交易,106,107,108,66.32,1.25,107,108,109Q2,"      3.80
",4.55,52.78,無,無,"                -76,597
","                -60,527
","               -171,877
","               -104,114
","                131,873
","                173,540
","TEX-RAY INDUSTRIAL CO.,LTD."
,,,紡織纖維,1468,昶和,"

財報電子書

重大訊息
","109Q2      7.45
",普通交易,106,107,108,55.92,1.74,107,108,109Q2,"      0.00
",6.27,36.55,無,無,"                -94,280
","                 38,703
","                 50,186
","                 57,636
","                123,119
","                 87,273
",CHANG HO FIBRE CORPORATION
,,,紡織纖維,1470,大統新創,"

財報電子書

重大訊息
","109Q2     10.80
",普通交易,106,107,108,17.93,3.46,107,108,109Q2,"      0.00
",0,5.4,無,無,"                 41,834
","                 48,867
","                 75,861
","                106,069
","                 95,193
","                 69,742
",Evertex Fabrinology  Ltd.
,,,紡織纖維,1472,三洋紡,"

財報電子書

重大訊息
","109Q2      5.38
",普通交易,106,107,108,79.36,1.06,107,108,109Q2,"      0.00
",0,0,"有詳細資料(一)
詳細資料(二)
",無,"                -45,948
","                -67,956
","                 55,457
","                 -2,687
","               -237,324
","                -59,083
","TRI OCEAN TEXTILE CO., LTD."
,,,紡織纖維,1473,台南,"

財報電子書

重大訊息
","109Q2     24.62
",普通交易,106,107,108,39,1.79,107,108,109Q2,"      9.57
",13.34,0,無,無,"                 93,858
","                 79,545
","                 80,481
","                -53,650
","                385,317
","               -170,405
","TAINAN ENTERPRISES CO.,LTD"
,,,紡織纖維,1474,弘裕,"

財報電子書

重大訊息
","109Q2     14.53
",普通交易,106,107,108,48.5,1.62,107,108,109Q2,"      0.00
",11.23,0,無,無,"                108,999
","                112,796
","                 51,970
","                110,127
","                152,240
","                 66,154
","HONMYUE ENTERPRISE CO., LTD."
,,,紡織纖維,1475,本盟,"

財報電子書

重大訊息
","109Q2      3.79
",變更交易,106,107,108,22.24,4.27,107,108,109Q2,"      0.00
",0,0,無,"有詳細資料
","               -197,162
","                -64,358
","                -20,513
","                -43,911
","                -30,994
","                 -6,806
","BIG SUNSHINE CO., LTD."
,,,紡織纖維,1476,儒鴻,"

財報電子書

重大訊息
","109Q2     59.99
",普通交易,106,107,108,31.63,1.7,107,108,109Q2,"      1.06
",0,0,無,無,"              3,052,055
","              4,379,754
","              4,299,249
","              4,957,575
","              5,867,572
","                670,023
","ECLAT TEXTILE CO., LTD."
,,,紡織纖維,1477,聚陽,"

財報電子書

重大訊息
","109Q2     39.70
",普通交易,106,107,108,45.42,1.47,107,108,109Q2,"     18.59
",24.4,10.01,無,無,"              1,286,086
","              1,507,009
","              1,904,540
","              1,849,226
","              1,690,909
","                756,801
","Makalot Industrial Co., Ltd."
,,,紡織纖維,4414,如興,"

財報電子書

重大訊息
","109Q2     12.37
",普通交易,106,107,108,52.14,1.15,107,108,109Q2,"     19.94
",12.56,11.34,無,"有詳細資料
","               -381,376
","             -1,542,568
","             -1,119,012
","                 -3,016
","                625,588
","               -210,653
","ROO HSING  CO., LTD"
,,,紡織纖維,4426,利勤,"

財報電子書

重大訊息
","109Q2     19.89
",普通交易,106,107,108,35.63,2.48,107,108,109Q2,"      0.00
",7.4,0,無,無,"                206,244
","                308,181
","                364,046
","                682,293
","                784,483
","                191,112
","LI CHENG ENTERPRISE CO.,LTD."
,,,紡織纖維,4438,廣越,"

財報電子書

重大訊息
","109Q2     60.88
",普通交易,106,107,108,53.54,1.82,107,108,109Q2,"      0.00
",4.62,0,無,無,"                523,945
","                768,584
","              1,006,033
","                 56,231
","              1,574,136
","             -2,064,257
","Quang Viet Enterprise Co., Ltd."
,,,紡織纖維,4439,冠星-KY,"

財報電子書

重大訊息
","109Q2     69.39
",普通交易,106,107,108,41.65,1.9,107,108,109Q2,"      0.00
",0,0,,無,"                259,225
","                263,274
","                388,128
","                208,336
","                801,288
","                458,112
",TST Group Holding Ltd.
,,,電機機械,1503,士電,"

財報電子書

重大訊息
","109Q2     46.34
",普通交易,106,107,108,38.52,1.35,107,108,109Q2,"      0.00
",0,7.42,無,無,"              1,329,459
","              1,415,140
","              1,673,627
","              3,420,161
","              1,410,052
","                584,330
",Shihlin Electric & Engineering Corp.
,,,電機機械,1504,東元,"

財報電子書

重大訊息
","109Q2     31.95
",普通交易,106,107,108,37.28,2.12,107,108,109Q2,"     14.07
",0.3,3.31,無,無,"              3,092,358
","              3,150,089
","              3,221,717
","              4,328,692
","              5,928,542
","              1,838,039
","TECO ELECTRIC & MACHINERY CO., LTD."
,,,電機機械,1506,正道,"

財報電子書

重大訊息
","109Q2      5.86
",普通交易,106,107,108,59.36,1.16,107,108,109Q2,"     12.49
",13.49,11.56,"有詳細資料(一)
詳細資料(二)
",無,"                -15,092
","               -116,612
","               -309,482
","                 39,192
","                 16,001
","                -40,882
","RIGHT WAY INDUSTRIAL CO.,LTD"
,,,電機機械,1507,永大,"

財報電子書

重大訊息
","109Q2     26.24
",普通交易,106,107,108,52.23,1.38,107,108,109Q2,"      0.00
",0,0,無,無,"              1,127,886
","                674,747
","                939,668
","                521,700
","                759,054
","                982,491
","YUNGTAY ENGINEERING CO., LTD."
,,,電機機械,1513,中興電,"

財報電子書

重大訊息
","109Q2     18.21
",普通交易,106,107,108,68.09,1.44,107,108,109Q2,"     32.46
",8.02,161.22,無,無,"                488,165
","                544,837
","                635,299
","              1,394,735
","              1,666,354
","             -1,870,556
",CHUNG-HSIN ELECTRIC & MACHINERY MFG. CORP.
